1.600000000000000139e-06,7.728627264140956754e+01
1.600745000000000164e-06,7.256458594705758003e+01
1.601489999999999976e-06,6.991849783838401322e+01
1.602235000000000000e-06,6.964108828537455054e+01
1.602980000000000024e-06,7.049838539076145594e+01
1.603725000000000049e-06,7.334022937453603674e+01
1.604470000000000073e-06,7.825433224071413463e+01
1.605215000000000097e-06,8.136357522982773105e+01
1.605960000000000121e-06,7.966893775287989854e+01
1.606705000000000145e-06,7.528454403458871980e+01
1.607449999999999958e-06,7.179924402304069986e+01
1.608194999999999982e-06,7.016495552220162324e+01
1.608940000000000006e-06,6.955521210565109413e+01
1.609685000000000031e-06,6.855557046899569684e+01
1.610430000000000055e-06,6.727386080204838947e+01
1.611175000000000079e-06,6.844910389719254340e+01
1.611920000000000103e-06,7.250256487735427413e+01
1.612664999999999916e-06,7.653159730116263404e+01
1.613409999999999940e-06,7.908846038059600403e+01
1.614154999999999964e-06,8.060686262972943439e+01
1.614899999999999988e-06,8.143207345190404567e+01
1.615645000000000012e-06,8.176410973483841360e+01
1.616390000000000037e-06,8.198639236073458392e+01
1.617135000000000061e-06,8.217247581232923892e+01
1.617880000000000085e-06,8.215064267608340742e+01
1.618624999999999898e-06,8.212120317865942809e+01
1.619369999999999922e-06,8.217980960045795769e+01
1.620114999999999946e-06,8.209733975118722071e+01
1.620859999999999970e-06,8.186547184403116262e+01
1.621604999999999994e-06,8.162368752661488713e+01
1.622350000000000019e-06,8.134097111704618044e+01
1.623095000000000043e-06,8.096101236975276549e+01
1.623839999999999855e-06,8.057573403704824955e+01
1.624584999999999879e-06,8.020722629134317572e+01
1.625329999999999904e-06,7.982234125160204030e+01
1.626074999999999928e-06,7.946259408823799220e+01
1.626819999999999952e-06,7.901626240401397183e+01
1.627564999999999976e-06,7.848620063093969179e+01
1.628310000000000000e-06,7.815744551986911404e+01
1.629055000000000025e-06,7.779732813521414414e+01
1.629799999999999837e-06,7.710860232518791690e+01
1.630544999999999861e-06,7.661862074395450861e+01
1.631289999999999886e-06,7.626635902943652923e+01
1.632034999999999910e-06,7.552226615205896110e+01
1.632779999999999934e-06,7.502457833834918688e+01
1.633524999999999958e-06,7.494532600279688950e+01
1.634269999999999982e-06,7.437334499622038209e+01
1.635015000000000007e-06,7.366100973468357438e+01
1.635760000000000031e-06,7.336226015894243346e+01
1.636505000000000055e-06,7.252803439474084257e+01
1.637250000000000079e-06,7.133343015763128392e+01
1.637995000000000103e-06,7.090904580502288468e+01
1.638740000000000128e-06,6.980449825161765887e+01
1.639485000000000152e-06,6.654657350691782369e+01
1.640230000000000176e-06,6.355969090767582230e+01
1.640974999999999988e-06,6.316751668214030957e+01
1.641720000000000013e-06,6.406684829207542009e+01
1.642465000000000037e-06,6.520616710128400939e+01
1.643210000000000061e-06,6.704343603548498720e+01
1.643955000000000085e-06,6.789330711501213500e+01
1.644700000000000109e-06,6.661620207270172500e+01
1.645445000000000134e-06,6.606168092961911498e+01
1.646189999999999946e-06,6.705801657802761895e+01
1.646934999999999970e-06,6.659254247934336490e+01
1.647679999999999995e-06,6.472341407679456893e+01
1.648425000000000019e-06,6.436647884659888064e+01
1.649170000000000043e-06,6.497291925357698972e+01
1.649915000000000067e-06,6.419723707200022034e+01
1.650660000000000091e-06,6.333292201278612765e+01
1.651405000000000116e-06,6.420042023868160186e+01
1.652149999999999928e-06,6.484937781064105877e+01
1.652894999999999952e-06,6.394313922972961706e+01
1.653639999999999976e-06,6.364974518649502500e+01
1.654385000000000001e-06,6.450421237871492508e+01
1.655130000000000025e-06,6.452426007584173817e+01
1.655875000000000049e-06,6.383833035030726677e+01
1.656620000000000073e-06,6.394897613093879585e+01
1.657364999999999886e-06,6.464752477009830045e+01
1.658109999999999910e-06,6.481865914920820160e+01
1.658854999999999934e-06,6.444091860142690109e+01
1.659599999999999958e-06,6.415857453303871694e+01
1.660344999999999983e-06,6.372959371373928406e+01
1.661090000000000007e-06,6.280471229874220285e+01
1.661835000000000031e-06,6.216008073524361777e+01
1.662579999999999843e-06,6.228415147764202686e+01
1.663324999999999868e-06,6.216216914360136769e+01
1.664069999999999892e-06,5.917429363951079324e+01
1.664814999999999916e-06,5.282242243197747200e+01
1.665559999999999940e-06,4.885881889272167200e+01
1.666304999999999964e-06,5.144135964777711223e+01
1.667049999999999989e-06,5.638566635569046781e+01
1.667795000000000013e-06,5.901818055026134147e+01
1.668539999999999825e-06,5.966548134083383559e+01
1.669284999999999850e-06,5.978169901749303961e+01
1.670029999999999874e-06,5.948586571138399393e+01
1.670774999999999898e-06,5.876429179331687891e+01
1.671519999999999922e-06,5.824220294819513555e+01
1.672264999999999946e-06,5.825978279288126771e+01
1.673010000000000182e-06,5.806852910160936432e+01
1.673755000000000207e-06,5.714517078652530557e+01
1.674500000000000019e-06,5.621701025563637444e+01
1.675245000000000043e-06,5.578812158553555633e+01
1.675990000000000067e-06,5.540740407053416305e+01
1.676735000000000092e-06,5.483112960520029588e+01
1.677480000000000116e-06,5.475402767545445926e+01
1.678225000000000140e-06,5.535788301582829973e+01
1.678970000000000164e-06,5.513208550571673783e+01
1.679714999999999977e-06,5.302854301882469201e+01
1.680460000000000001e-06,5.082199968204143659e+01
1.681205000000000025e-06,5.111367158445597170e+01
1.681950000000000049e-06,5.303625414822315065e+01
1.682695000000000074e-06,5.334476567827210403e+01
